class,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma
3,5927,2946,1717,1717,2699,2772,217,2057
3,1562,6456,3775,3775,3063,1180,457,3466
3,8276,1929,5658,5658,3001,1211,284,2078
3,4345,11928,2581,2581,5655,1265,1049,2431
3,2688,3673,3730,3730,3841,2663,341,1562
3,2829,3490,6045,6045,6882,2918,1007,1786
3,591,4064,5901,5901,2214,1136,674,2266
3,2215,8534,1482,1482,1712,1852,441,2194
3,8254,11794,2603,2603,4473,3783,505,2309
3,3339,5967,5330,5330,5759,901,290,2419
3,2629,1177,4417,4417,3018,1120,697,1324
3,3009,2679,6960,6960,8136,1825,555,2815
3,3116,918,3012,3012,2912,1367,463,2984
3,1050,4063,2238,2238,2774,878,756,3300
3,72419,42782,9249,9249,5761,2110,493,1276
3,20061,5966,2533,2533,2131,2987,826,3014
3,593,2332,1231,1231,1836,1244,365,1949
3,1827,4725,3329,3329,3013,1783,261,2558
3,10221,1553,9956,9956,1789,2500,595,1245
3,5788,4185,1752,1752,4443,4089,701,3376
3,5594,1953,1047,1047,1243,3509,347,2606
3,11665,9275,9440,9440,4540,2086,920,2296
3,5139,1593,5653,5653,2515,967,609,1477
3,47407,3862,5335,5335,4166,1369,585,2674
3,1105662,87265,4674,4674,3785,18319,5413,5514
3,276778,156316,7220,7220,10368,22518,4600,8716
3,72252,11420,4247,4247,2051,750,823,1726
3,181426,43892,4024,4024,3908,6792,3872,12604
3,17056,30377,7156,7156,3578,1625,442,1019
3,412332,69249,14498,14498,17613,6271,5056,9077
3,161504,19779,10125,10125,11276,10136,4435,13252
3,115943,24199,3980,3980,3397,2711,528,1740
3,315426,58915,7058,7058,4345,1035,1224,4090
3,614283,95579,64537,64537,10346,3393,2573,12204
3,111246,15567,8410,8410,2000,1165,1317,1005
3,15652,4318,3832,3832,2020,1539,841,1530
3,12059,10407,10865,10865,6314,2385,512,2837
3,36752,6286,2301,2301,4924,988,399,2999
3,130713,47033,5279,5279,4623,3148,371,3348
3,16905,2657,5022,5022,1688,2152,445,1306
3,25554,4262,12815,12815,2992,647,302,1776
3,3296,4291,1919,1919,2561,3228,448,1954
3,22973,34745,11143,11143,2867,3601,405,1689
3,164126,58382,16323,16323,5164,2998,1422,2879
3,23455,12445,23027,23027,3976,3242,858,5908
3,1388547,205029,178497,178497,28246,16065,9969,18403
3,110209,46672,9621,9621,3329,2733,2185,8516
3,105892,79127,16778,16778,15615,21199,5388,13513
3,51035,7982,1464,1464,2301,1779,2084,4115
3,13517,2061,3584,3584,3020,1933,328,4444
3,88383,19193,7282,7282,5751,1979,1211,2615
3,2239,10451,6496,6496,2265,3517,426,2477
3,46005,19181,2507,2507,6652,942,380,3234
3,7135,20135,5188,5188,6689,1509,465,2196
3,20631,11213,7875,7875,2627,1908,676,1668
3,464094,165288,5935,5935,10380,10208,4803,34932
3,137323,17357,13419,13419,4414,6871,991,49492
3,2895698,304113,98010,98010,37795,41484,4765,25613
3,420055,163455,17060,17060,9335,3713,1610,95186
3,2983642,823059,14535,14535,9008,9442,3644,537534
3,191821,92680,51173,51173,8578,10693,6098,381830
3,59417,42668,1038,1038,2189,821,216,14923
3,5600,7688,5711,5711,1685,3534,707,46483
3,12457,7538,1437,1437,969,2441,378,42102
3,298126,142646,22465,22465,15023,16241,3568,181186
3,10384,14235,2336,2336,9787,2813,760,42018
3,9497,16119,6608,6608,3680,1875,804,42238
3,18416,19301,4592,4592,4879,2626,377,40870
3,5493,2813,4593,4593,2495,929,564,43922
3,10826,5104,1208,1208,13601,3337,599,32836
3,363592,13354,9284,9284,3915,13943,3972,158025
3,3157,4573,5266,5266,2228,1329,501,37666
3,9615,12753,5224,5224,5663,1853,1083,38958
3,7944,29825,4982,4982,1776,7756,1250,32588
3,5830,10449,1634,1634,5294,3150,1121,34033
3,4643,5321,5630,5630,3232,5389,714,32600
3,16931,1122,3307,3307,1885,1770,417,32982
3,2692,2112,4133,4133,2234,2893,384,25721
3,8602,2837,3660,3660,2611,1009,1491,28891
3,4298,3072,5588,5588,2721,2308,573,25121
3,4805,3558,314,314,3772,2982,409,25453
3,219119,14177,667,667,4159,4830,667,34892
3,71786,16156,8089,8089,1668,2189,352,25762
3,5599,2114,3327,3327,3290,742,975,28099
3,532978,35197,1968,1968,4258,8325,2086,107103
3,4916,6635,1697,1697,4534,1727,442,28838
3,1155,6064,4388,4388,2321,2431,859,30392
3,3059,4261,2783,2783,1778,4534,1099,29776
3,189674,41226,12211,12211,10601,3829,3367,90622
3,225637,23524,5404,5404,4283,2136,5322,19710
3,42358,11830,1582,1582,5227,5581,1256,18478
3,2907,6640,2103,2103,8410,4971,677,24167
3,299,6657,614,614,1066,1381,584,17591
3,1384,1988,4756,4756,3528,2561,636,19259
3,1434,3579,1726,1726,1685,1076,337,22630
3,1251,1159,2189,2189,1567,1983,745,21205
3,1653,3525,1179,1179,865,3787,1703,24452
3,5991,4449,6520,6520,4614,2587,282,22570
3,6045,14889,1947,1947,2902,2785,481,16729
3,205070,5483,5803,5803,1561,3084,520,17556
3,13256,9797,5753,5753,3785,4882,458,20371
3,451753,58163,22745,22745,12188,9106,5015,89148
3,4459,4148,8456,8456,6385,2640,1060,19400
3,13872,8117,7379,7379,5818,4790,843,18673
3,6750,3282,4207,4207,4028,4908,736,19318
3,14639,2580,3068,3068,3179,3568,1108,11819
3,66124,53494,42112,42112,20330,13094,1961,71836
3,61089,12369,69814,69814,16467,25235,2489,59192
3,48980,16694,6055,6055,2806,2802,1678,20399
3,364923,25959,8896,8896,25338,5341,2452,53910
3,68223,63002,9343,9343,3386,2468,852,11729
3,42453,2075,4047,4047,1143,1074,297,4573
3,9083,7234,8427,8427,1543,4281,1569,12410
3,673192,104790,50659,50659,9089,11574,4615,52453
3,48757,18082,5092,5092,4231,7413,737,16743
3,20661,2636,2369,2369,1895,1992,1070,15222
3,8672,14636,5686,5686,6102,6815,1658,15848
3,636896,26708,41919,41919,7162,3184,4370,61001
3,1040,2782,4234,4234,2563,1676,410,13109
3,1144521,157594,12955,12955,13723,8756,3076,46201
3,16735,15352,9737,9737,4189,4014,709,12332
3,39388,74016,58379,58379,15103,16193,2277,54721
3,6214,4136,1914,1914,4574,1572,1518,11613
3,8819,11514,2778,2778,4952,2346,558,14078
3,5925,2679,7160,7160,2188,2509,610,9982
3,12771,15788,6960,6960,2665,1833,747,15669
3,301967,157456,31090,31090,15648,17936,3084,57897
3,349948,23727,8289,8289,36732,11428,6626,52653
3,237167,39940,4744,4744,2407,2346,648,2413
3,1460,3090,7037,7037,3595,998,1032,13040
3,2766,5179,3759,3759,4422,1454,559,12126
3,8471,6960,3682,3682,3509,2454,313,11080
3,2628,3842,1950,1950,6109,3666,552,16194
3,7350,3899,3413,3413,5478,1182,1162,13480
3,389676,13811,7859,7859,8071,7603,3438,32326
3,2360,2069,4105,4105,1869,2779,390,10354
3,2363,3119,146,146,4863,2590,625,11625
3,4925,2892,9138,9138,7022,2161,1178,11046
3,1389,1889,11618,11618,5591,1989,1261,10998
3,3455,1417,2414,2414,3339,1470,906,11691
3,13120,3359,6100,6100,4035,2114,728,12395
3,1853,5152,1230,1230,5033,2790,780,10490
3,3688,1777,2205,2205,4469,3886,727,13403
3,2486,3076,6582,6582,2119,2167,1187,9320
3,454501,59525,9362,9362,10153,5275,3473,43649
3,1217,4668,2484,2484,2442,1411,607,8542
3,1662,5963,1697,1697,3986,1249,614,11689
3,5380,4412,646,646,1794,1992,383,9293
3,13330,3748,1450,1450,1824,4095,425,11051
3,11646,1983,5921,5921,2543,2358,989,11302
3,1935,4770,2243,2243,4082,2079,510,9525
3,40474,3255,1042,1042,3339,1521,834,7729
3,57106,18362,2910,2910,1840,1478,508,10622
3,284840,24172,13194,13194,14505,15528,4871,41015
3,5756,3994,2913,2913,5584,1220,483,10281
3,2444,1071,5642,5642,1358,1925,618,9370
3,4382,3417,683,683,5839,3951,685,9236
3,3923,2370,1113,1113,2408,1310,1056,7631
3,1633,5495,14568,14568,3571,1394,1417,9625
3,827,3052,3107,3107,3655,2929,943,13194
3,3215,14575,4896,4896,2874,4103,821,9881
3,3096,4075,2060,2060,1958,1940,563,9683
3,4714,6742,945,945,574,1740,511,11216
3,125946,81493,7113,7113,4328,1589,1130,12791
3,5146,8970,1288,1288,6035,2124,1161,14461
3,2567,3425,9718,9718,3996,1845,544,10062
3,2426,4171,1294,1294,1508,1755,626,8638
3,3586,2608,1794,1794,2074,969,349,11344
3,2083,7637,4981,4981,4674,1614,1009,11630
3,6975,2550,3663,3663,3219,5762,740,5846
3,237466,54076,23785,23785,20785,14913,2621,26443
3,40851,14642,44359,44359,13720,10599,3057,20734
3,2539,3693,3472,3472,2958,2057,677,6981
3,930,1912,2685,2685,2916,1215,879,6955
3,8918,9828,4790,4790,1409,1767,1021,6595
3,2773,7081,3427,3427,4021,4777,811,11078
3,189872,61075,31410,31410,13889,7892,2094,26810
3,2884,3293,6593,6593,3933,1814,811,6681
3,402167,24999,27055,27055,21337,8306,2189,54542
3,46836,14329,4606,4606,3511,4347,1027,3922
3,721,3617,9312,9312,3822,3492,577,11058
3,3323,2930,8875,8875,3646,1590,698,12005
3,1744,2974,3765,3765,5858,2804,1352,10174
3,1900,3900,4802,4802,862,2897,586,11213
3,1215,6207,2590,2590,3828,2853,650,8625
3,372,4149,12575,12575,1850,2226,691,11056
3,1572,1935,3271,3271,5092,996,577,9842
3,16345,3355,3474,3474,3547,666,888,9703
3,22531,31974,995,995,3499,3713,1180,7599
3,8619,4674,12188,12188,7876,3539,2346,45867
3,3654,2072,13476,13476,2030,2363,280,8592
3,1107,951,5581,5581,5568,2329,961,12954
3,881,2631,210,210,9661,1952,1182,10176
3,4465,2260,7376,7376,4918,3200,396,10341
3,5809,1647,7490,7490,2671,4828,1181,8380
3,2818,6601,2012,2012,5667,2396,728,6000
3,9477,4403,3058,3058,1932,3597,828,12286
3,884,2882,5480,5480,2424,2621,1008,10781
3,4607,3330,5043,5043,6122,2128,786,11725
3,2452,6861,1473,1473,5728,2611,925,12294
3,6291,6999,4131,4131,2347,2523,1569,13569
3,65335,22492,4373,4373,4397,3770,1507,13009
3,2236404,393992,36059,36059,37216,37642,5421,42689
3,2034,4741,5929,5929,2955,1491,872,8836
3,3889,1795,3303,3303,3298,4755,722,9836
3,5647,3317,3448,3448,2176,1788,1137,12250
3,38425,27402,6316,6316,3426,2310,335,11602
3,1905,2152,1600,1600,2507,3423,372,15642
3,7256,2709,1577,1577,3702,1927,634,10388
3,438035,64199,9635,9635,17690,20811,2401,38890
3,57851,33154,4398,4398,1420,2070,1819,6977
3,3207,2260,3905,3905,3328,3180,1157,9221
3,4584,2226,2409,2409,2680,3127,708,6729
3,2422,9172,3258,3258,6521,2625,654,7789
3,4755,2598,2968,2968,3697,1249,981,10435
3,455,3876,12148,12148,6166,2078,663,12175
3,73045,28365,5876,5876,6105,2055,685,9796
3,15694,6765,1174,1174,2488,2367,599,11854
3,1752,2144,2934,2934,3204,2728,762,12238
3,1148,2903,3683,3683,3929,3090,682,14398
3,6245,909,1989,1989,1974,1878,651,15602
3,3339,6926,3760,3760,1967,1776,777,11832
3,140457,55944,383,383,4140,2568,579,8385
3,7131,3593,4142,4142,4547,3470,658,10834
3,2737,2554,4017,4017,4347,2037,588,10727
3,16459,1305,584,584,2129,5555,1521,13935
3,11631,2032,1866,1866,1530,2911,759,8528
3,7512,4021,988,988,4679,1673,341,8693
3,181105,10981,1090,1090,2435,1423,799,8152
3,3635,7444,4263,4263,4021,1315,698,8096
3,5287,3903,2981,2981,1387,3487,681,6008
3,27769,5666,888,888,8066,2291,495,7653
3,4710,2752,2236,2236,4505,4527,756,7633
3,80741,48991,18561,18561,10145,12292,2929,26021
3,3835,2424,6892,6892,2171,859,698,7381
3,36877,24976,14189,14189,3373,3180,1270,6491
3,323017,18496,5724,5724,5456,9906,498,14714
3,3916,3110,1454,1454,2646,2927,629,16427
3,2015,10651,8480,8480,2954,4795,416,10056
3,74593,24436,9355,9355,5723,6926,1714,6952
3,2591,6943,9302,9302,4062,1976,301,6325
3,6162,6527,9073,9073,4376,2375,498,9505
3,1653,3319,3784,3784,4870,1565,609,7727
3,2516,5078,1435,1435,2816,1970,1212,6856
3,5628,5696,3335,3335,6239,1903,1157,8185
3,804823,108644,14253,14253,20473,10268,2925,17831
3,24245,8016,2522,2522,3013,1880,945,6321
3,1221,3045,5199,5199,3186,2362,510,7196
3,110396,71060,21142,21142,9843,2457,1740,8947
3,31853,8828,3506,3506,962,317,488,874
3,59006,10114,7139,7139,7665,1744,778,15719
3,425859,15334,5719,5719,9199,4394,3870,2344
3,103346,31970,18500,18500,3261,1874,374,440
3,15909,18026,7971,7971,12206,11827,1417,2105
3,43063,19794,7499,7499,1095,1985,680,324
3,19079,21944,3571,3571,1269,4134,558,632
3,29974,10464,3990,3990,3373,1854,1001,596
3,3834,8499,400,400,2012,2511,822,948
3,5903,4996,2317,2317,1137,3584,381,458
3,119730,5332,4630,4630,3844,3404,1385,564
3,2027295,72529,1857,1857,5558,15472,3411,1852
3,36832,16554,4591,4591,2223,2815,1623,542
3,97960,22192,6137,6137,3711,2321,636,657
3,2168173,68385,26326,26326,21266,9520,5557,1515
3,5057,2895,4617,4617,4226,3155,543,1090
3,393260,16426,15074,15074,2740,2587,1352,701
3,6269,5717,7863,7863,1774,3410,696,1255
3,4390,6685,13200,13200,3575,2461,755,1246
3,1772925,327303,45980,45980,28981,17434,2872,4735
3,2313767,96965,23814,23814,7812,5545,3731,1097
3,7346,3092,2831,2831,5977,3249,791,567
3,1305,1749,4584,4584,3966,1579,734,975
3,41270,16209,209,209,623,531,184,214
3,1580,6798,785,785,2791,2207,867,1303
3,3160,5897,8106,8106,4966,3474,316,691
3,3022,6233,4032,4032,2844,2113,1093,1249
3,114468,63479,3958,3958,2501,976,620,867
3,38840,15199,1324,1324,3211,2626,298,1404
3,1298,2570,6467,6467,1941,1925,519,729
3,90285,21256,1971,1971,10480,6302,3362,3252
3,15435,2855,3423,3423,3362,3269,580,503
3,765701,39299,33750,33750,11049,8189,6943,3430
3,243935,6655,6279,6279,1966,2051,1162,579
3,6316,11493,843,843,3305,1173,448,1231
3,42919,10836,3588,3588,1794,2182,252,490
3,310050,43368,12781,12781,3787,1924,441,1034
3,534629,71034,9081,9081,22819,11437,2706,2951
3,48861,40243,15616,15616,4782,3223,605,1855
3,13849,13157,5052,5052,2221,1795,890,1703
3,7252,3201,3648,3648,3320,987,387,875
3,2852,2119,1367,1367,2295,1849,513,2334
3,1888,848,6221,6221,3992,2644,192,1125
3,130500,47903,5173,5173,5322,2209,578,860
3,5522,5452,7856,7856,2776,2117,708,780
3,1980,3726,4224,4224,1802,2087,514,951
3,5191,4573,4387,4387,5170,994,878,1634
3,1428,1356,1205,1205,822,1016,427,2037
3,15852,15656,4825,4825,1763,1103,508,1641
3,110903,33050,6797,6797,3648,2439,741,1324
3,1026,3130,968,968,1582,1404,686,1384
3,1580,4182,3624,3624,4719,2638,1307,779
3,3805,1608,4878,4878,3707,1407,739,1584
3,6419,6547,766,766,5670,1356,1019,2932
3,44365,89424,37150,37150,10181,5513,10128,1263
3,399840,3704,5129,5129,1933,1933,1311,1241
3,220070,23156,10477,10477,3222,4534,952,4857
3,132492,24791,1292,1292,3930,3218,665,1853
3,135501,24451,14290,14290,6846,6861,1347,528
3,8745,4044,1206,1206,3797,1683,818,1148
3,1775,3669,2826,2826,2757,1828,1217,1896
3,1906,5540,3352,3352,3715,2461,706,1243
3,600861,47741,2836,2836,12868,9340,2520,3500
3,190039,40805,9605,9605,3107,3422,802,2240
3,1045,1907,1460,1460,3516,2279,711,1865
3,48688,9749,7608,7608,1935,1512,294,853
3,2742,6009,3322,3322,2050,1256,583,1630
3,2294,5745,2493,2493,4100,3657,602,1115
3,901,5873,6502,6502,3778,2666,584,960
3,3099,3104,616,616,2408,2394,412,1511
3,2099,13518,9887,9887,3273,1522,759,946
3,3415,4565,8935,8935,2984,3046,404,1206
3,5132,780,1479,1479,1686,1752,932,1568
3,4605,2163,6085,6085,3466,2062,760,982
3,4730,4898,3613,3613,4766,6431,931,1153
3,584839,2403,7798,7798,1241,1010,383,871
3,92146,6245,14476,14476,2775,2714,1744,1859
3,2715,4121,3058,3058,1880,3513,1254,5707
3,3624,2673,1595,1595,1064,857,618,4449
3,4338,5035,3291,3291,2084,2558,761,5341
3,200947,59285,39369,39369,8776,15493,5105,16612
3,1102780,98645,15773,15773,18497,5253,7283,19405
3,1034,5746,1278,1278,2834,2079,631,4859
3,532076,22760,2496,2496,3762,12952,1869,23422
3,4289,4370,1030,1030,3162,1323,1069,4430
3,1552,2281,4656,4656,3448,1450,1119,4995
3,8248,1573,6773,6773,2265,1830,433,4084
3,9977,2005,1351,1351,2004,3093,1667,5847
3,1073,4982,921,921,3743,2974,466,6483
3,1799,7868,11684,11684,2727,1619,421,5139
3,35083,13695,14876,14876,4769,7715,655,5952
3,7840,15581,6787,6787,7587,826,636,5813
3,4513,7835,2949,2949,4738,4428,800,5766
3,20791,2337,2432,2432,2553,1165,732,7003
3,99982,3192,16726,16726,10209,12401,5906,25649
3,7661,1404,7358,7358,1245,726,863,6388
3,619399,98817,9972,9972,9336,10520,4873,18102
3,32500,8477,26803,26803,11691,8096,1763,36830
3,2699,3068,3316,3316,4269,2639,239,7784
3,12549,7377,2145,2145,7122,1692,553,5996
3,7152,4146,894,894,6448,2532,815,6077
3,2227880,148016,23503,23503,16962,27031,5774,21810
3,269576,73660,1673,1673,11552,5251,4172,15199
3,3812,4342,2740,2740,2462,1990,832,6603
3,4882,3080,2684,2684,2532,2597,892,9420
3,12160,4529,3544,3544,2398,1714,674,8959
3,8319,900,5330,5330,3250,1563,1126,3263
3,9361,3277,600,600,2424,1008,438,5401
3,7341,1843,1719,1719,1916,959,296,6888
3,38358,48524,14383,14383,2671,3763,1236,7240
3,12889,1088,2835,2835,2979,1268,538,5954
3,12290,2607,2722,2722,1439,2062,679,7490
3,21821,2736,1761,1761,4652,1164,379,5707
3,9179,1492,4873,4873,773,1438,489,8042
3,6580,7381,2586,2586,5080,2571,1887,4348
3,15174,21141,1428,1428,3091,2346,1527,7438
3,365880,163862,13654,13654,21680,26326,5599,15763
3,16074,13869,7324,7324,4366,1392,898,5861
3,227908,5518,14065,14065,3391,22468,2670,17433
3,27732,4161,4220,4220,2942,1807,1345,9288
3,34300,15515,19093,19093,9331,8067,5136,17277
3,5432,3267,6098,6098,3041,3628,1302,6076
3,16199,5757,2653,2653,4363,2523,786,4919
3,23538,2954,2125,2125,6654,2906,358,7503
3,24518,10757,6943,6943,5041,8654,4315,18813
3,4743,1253,2844,2844,7252,4702,438,5050
3,17572,4310,4341,4341,494,1351,381,4442
3,4784,1671,2420,2420,3832,1716,468,7832
3,3806,2436,2999,2999,3056,2634,909,5844
3,3683,2841,3683,3683,2794,2586,910,3106
3,9788,6964,778,778,5236,1161,1086,5160
3,2082,2486,4470,4470,4173,4290,1557,4123
3,1615,2098,4072,4072,1490,884,929,3567
3,10548,1544,10834,10834,5638,1526,677,7833
3,194065,14352,3104,3104,2820,2690,774,5873
3,3836,1137,2313,2313,2767,764,888,5625
3,30548,16152,2497,2497,2050,4129,1461,4078
3,26122,5006,293,293,1911,2136,739,4168
3,403463,37724,19127,19127,18971,4496,2708,30507
3,6276,1830,2196,2196,2877,1694,763,5046
3,9025,3203,2187,2187,2735,2272,639,9491
3,3732,4017,6976,6976,4143,1280,797,4945
3,55145,22619,3077,3077,2401,1608,859,6076
3,22684,9666,2595,2595,3729,3077,505,3953
3,3446,6022,4992,4992,1949,2434,517,5060
3,6764,8292,5105,5105,2403,1983,1316,5184
3,5697,6016,1924,1924,2409,1134,1180,7659
3,348076,41191,7757,7757,8246,3185,1006,6977
3,1579466,40725,11180,11180,13228,5595,6230,7763
3,6885,1663,1425,1425,2001,1095,271,3315
3,10084,11864,3522,3522,2394,3607,901,7242
3,209503,116100,5928,5928,3779,5723,2013,4985
3,15902,2131,3685,3685,3752,991,908,4598
3,51349,4787,12629,12629,2368,1882,670,5322
3,6822,8139,1718,1718,1643,2838,1173,5871
3,6012,2899,1852,1852,1639,3013,1588,7086
3,17825,2658,2686,2686,2488,4473,970,6830
3,336043,32962,17671,17671,6010,8434,2312,17014
3,889,4312,4999,4999,2390,2020,1222,7625
3,62971,38416,6796,6796,5338,3086,1533,5000
3,27947,2687,4436,4436,1784,2517,543,3927
3,10028,5511,3852,3852,2477,1613,1240,5575
3,19153,4970,4854,4854,5635,1286,731,5495
3,53399,28438,4847,4847,1145,1291,460,3514
3,481098,46644,2928,2928,8210,3767,3277,2960
3,274936,41810,429,429,8303,6011,10350,1712
3,1217507,66019,112333,112333,32890,5993,3265,12272
3,6714,5281,4313,4313,3423,3256,532,2269
3,2871,9522,5182,5182,3711,1863,1351,3978
3,108740,15070,1305,1305,1599,2968,336,4694
3,4770,5352,5052,5052,2459,1793,897,5134
3,13229,3385,1976,1976,3110,2105,698,6483
3,3812,3312,5843,5843,1704,3270,1035,5886
3,7126,4710,9957,9957,1804,1341,1313,5621
3,93708,5875,2152,2152,5261,1913,620,4159
3,7502,3491,1143,1143,2253,1847,757,4799
3,67734,32213,2862,2862,2710,3325,910,5005
3,42424,12976,1761,1761,2850,1728,1014,5846
3,11415,4834,1200,1200,8170,2570,1147,5073
3,267137,26851,7136,7136,7075,4254,1800,20619
3,10393,5226,3606,3606,5131,917,1319,3259
3,2079,5683,2527,2527,2931,1741,935,4013
3,2345,3765,1882,1882,1975,1138,2001,4837
3,12572,4893,521,521,4320,2121,1021,3954
3,96756,8298,5456,5456,2909,3111,798,3596
3,234549,51472,12708,12708,16131,9935,3691,22176
3,99992,10293,452,452,1571,791,255,1340
3,42599,21557,9508,9508,5063,3178,1053,2869
3,599631,155153,29624,29624,15835,10653,4478,3921
3,5445,4653,1312,1312,2886,1440,500,4821
3,18630,68338,3924,3924,2413,3253,973,3139
3,53749,54539,21247,21247,6559,5810,7267,7265
3,34736,7103,8786,8786,6632,1752,509,3619
3,9814,5171,1973,1973,4091,3031,1235,5165
3,690517,211616,31656,31656,13642,7929,1543,10348
3,116410,22197,4334,4334,7638,2292,1483,5443
3,13142,19409,5273,5273,3703,2203,335,5602
3,63096,108010,25781,25781,21635,10843,5393,15835
3,3143,4740,1137,1137,2737,1693,786,5403
3,10482,7188,576,576,4046,1451,800,3664
3,118076,14828,17750,17750,3883,8797,2781,23796
3,35934,5699,4791,4791,1751,2073,497,4753
3,489772,43681,5501,5501,3644,2194,2014,5641
3,37797,27326,2189,2189,1253,944,699,1355
3,192473,22602,12265,12265,3882,3829,1952,9922
3,242752,22937,11904,11904,9411,4451,3841,1849
3,14548,43617,8280,8280,2748,2856,1211,9697
3,266955,19839,17608,17608,13711,7714,2719,8959
3,11473,11073,2781,2781,3506,1742,1215,5041
3,15767,16208,400,400,2610,3221,714,4628
3,62447,20650,2263,2263,2913,1807,924,3259
3,38232,85744,59,59,7066,4270,1233,2986
3,5193,2379,1964,1964,2588,1633,690,2604
3,25529,8720,3712,3712,2711,3240,563,7636
3,224931,117426,10928,10928,9243,5431,1900,16382
3,5899,4953,1139,1139,2525,2603,1098,5872
3,103624,18708,47880,47880,8889,16892,2375,25239
3,12917,5049,3389,3389,1758,1264,921,4893
3,199300,20471,806,806,2434,2374,551,4950
3,12153,14347,8919,8919,2441,2883,1331,4808
3,8381,7400,5998,5998,3638,2487,829,3755
3,39639,18225,2706,2706,4931,2472,843,4359
3,5124,7949,1500,1500,2010,1246,1013,3015
3,168442,19325,5580,5580,3900,1502,566,1266
3,44220,15793,10848,10848,3929,3653,1350,5098
3,5528,3958,5050,5050,1553,4109,555,3198
3,2783,10181,1431,1431,1218,2378,891,4104
3,119787,16224,2761,2761,4074,1491,1063,4327
3,1189517,39406,18840,18840,24571,11707,3317,9111
3,2943144,74459,56334,56334,27701,14896,6728,27869
3,21853,15664,4345,4345,649,815,272,696
3,16658,5830,2905,2905,5019,2280,1170,6108
3,9915,12513,3940,3940,5474,5533,913,4212
3,4708,7018,1328,1328,1281,3189,1454,5697
3,26522,3528,9870,9870,2567,1877,647,2259
3,10321,3715,15135,15135,4536,2218,743,5201
3,74950,41578,3832,3832,10353,3413,1220,3939
3,4246,2994,10002,10002,1976,2555,489,3618
3,31788,27222,1792,1792,3160,4111,730,7024
3,1100820,111424,18131,18131,15658,9443,5308,16280
3,414504,9846,4016,4016,3902,2229,943,5482
3,5513,1935,1319,1319,1304,1100,470,4806
3,28244,15506,7577,7577,4635,4604,1474,6025
3,10141,4800,522,522,3443,1576,924,4848
3,21931,2943,2128,2128,2388,2279,844,6472
3,1887,5017,2571,2571,7853,1696,881,5880
3,7550,3613,2128,2128,4062,2582,411,3670
3,141459,46179,80928,80928,40492,24792,21523,4483
3,74010,28359,9067,9067,12438,4387,4784,5338
3,1116016,4774,1654,1654,2253,3135,1430,409
3,406042,26782,11709,11709,6834,1667,1511,1747
3,2006094,113036,15101,15101,18282,10405,3759,10947
3,56476,24982,3228,3228,1176,3785,1098,747
3,84025,84398,10516,10516,22784,18007,5703,16424
3,19709,7483,1348,1348,2902,2892,2055,1734
3,22070,6841,7294,7294,3769,2643,1572,3909
3,113021,26347,11072,11072,905,2237,1832,1551
3,136735,20776,11922,11922,5189,7544,5381,6548
3,1788,6650,5062,5062,1527,1958,1653,2001
3,30573,20789,924,924,2376,4788,1337,1659
3,4664,4692,6925,6925,3068,1139,1254,2072
3,3042,3543,3517,3517,2750,1637,1352,3725
3,28958,4857,4395,4395,3471,2778,720,1345
3,80500,20984,2142,2142,4514,2677,756,2501
3,19921,9486,3883,3883,1859,1884,666,1959
3,6325,3729,3321,3321,3689,1209,833,692
3,7588,3035,208,208,2700,3062,601,1482
3,9078,2584,1550,1550,3450,1263,875,3029
3,8987,4770,425,425,2863,5661,890,2732
3,12870,25137,7731,7731,3518,2095,1282,1493
3,5861,3380,9356,9356,1910,1451,1319,1849
3,9245,3571,49,49,4464,2601,432,1816
3,14195,16620,15390,15390,3276,2022,1149,1364
3,215021,34369,1942,1942,8168,1710,930,753
3,8703,9844,3776,3776,2953,1284,1443,1871
3,70575,69915,12278,12278,6041,2396,1827,2333
3,145976,16369,6091,6091,20263,7546,4028,4467
3,13625,2916,4104,4104,2902,2421,537,2017
3,14964,4369,5042,5042,5267,2345,530,1189
3,7835,2484,1983,1983,2273,1558,540,833
3,39615,8595,13840,13840,4727,4467,864,1962
3,294042,39896,33196,33196,18923,13807,9451,13672
3,29849,11713,35497,35497,8421,12039,4404,4909
3,608247,43366,29449,29449,5179,4012,1156,897
3,22049,20574,11214,11214,8096,4518,992,1445
3,52210,12942,5044,5044,4272,2042,1414,2439
3,68643,44666,2859,2859,9482,3402,1954,3164
3,5637,9045,8671,8671,2493,2319,888,2162
3,1712,2228,2900,2900,3419,3385,2015,1678
3,6118,3638,4082,4082,2587,1035,605,2252
3,11850,5102,10046,10046,3111,3072,600,2682
3,20447,32802,24477,24477,6771,8779,8417,10055
3,32826,3252,1529,1529,2748,1741,802,1632
3,494128,128449,47027,47027,6549,8966,3071,9398
3,15759,14548,4018,4018,2088,3547,998,3610
3,56728,7337,2059,2059,1957,2445,1539,961
3,44235,34046,4859,4859,7995,19431,4499,5639
3,2037,3819,554,554,2425,2125,1381,1215
3,460209,86168,21923,21923,11934,16248,11719,3384
3,167379,71861,9524,9524,5235,10829,11105,5567
3,7115,9182,2765,2765,2202,2410,2406,3508
3,76160,17601,1284,1284,2685,2554,930,1826
3,4539,4488,4979,4979,2929,4163,1055,903
3,150317,48166,17309,17309,2557,3814,1185,2407
3,82967,3746,1132,1132,1188,520,646,585
3,20404,4921,495,495,2959,2614,999,487
